Country,Town,Bank_Name,Bank_Phone_number,Bank_Address,Bank_Website,Reviewer_Name,Reviewer_Star,Reviewer_Text,Reviewer_Publish_Date,Reviewer_Like_Reaction,Reviewer_Profile_Link,Reviewer_Owner_Reply,Reviewer_Owner_Reply_Date,Topic,Sentiment,Sub_Topic,sentiment
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29440,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 38 Bd Hassan Ii, Settat 26022",https://www.bmci.ma/,Omar Bendaoud,1,Très mauvaise expérience,2020-08-12 00:58:13.788448,0,https://www.google.com/maps/contrib/106756127005100419815/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,"['mauvaise expérience', 'inutile']",negative
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29440,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 38 Bd Hassan Ii, Settat 26022",https://www.bmci.ma/,Nair Hamoda,5,Très bonne expérience,2020-08-12 00:58:13.788451,0,https://www.google.com/maps/contrib/109692423886311819275/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,"['réactif', 'rapidité']",positive
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29440,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 38 Bd Hassan Ii, Settat 26022",https://www.bmci.ma/,Yousef El,3,Expérience neutre,2020-08-12 00:58:13.788455,0,https://www.google.com/maps/contrib/114665452921849823302/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,localisation et accessibilité,positive,['présent dans la ville'],positive
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29440,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 38 Bd Hassan Ii, Settat 26022",https://www.bmci.ma/,Khammar Ayoub,5,Très bonne expérience,2015-08-14 00:58:13.788459,0,https://www.google.com/maps/contrib/109638187424165023140/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Satisfaction client,positive,['Très bonne expérience'],positive
Morocco,Settat,CREDIT AGRICOLE DU MAROC,05237-21187,"CREDIT AGRICOLE DU MAROC - Agricole 27 Av Hassan Ii Settat, Route De Marrakech, Settat 26000",http://www.creditagricole.ma/,Loubana Asmaa,1,"L agence boulevard Hassan 2ne répond malheureusement pas aux appels téléphoniques des clients sur le numéro affiché ,les responsables doivent mettre en place un service client disponible au moins pendant la période de l ouverture car on ne …",2021-08-12 00:58:13.788499,4,https://www.google.com/maps/contrib/103764005802416337234/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité des transactions en ligne,negative,['Service client non réactif'],negative
Morocco,Settat,CREDIT AGRICOLE DU MAROC,05237-21187,"CREDIT AGRICOLE DU MAROC - Agricole 27 Av Hassan Ii Settat, Route De Marrakech, Settat 26000",http://www.creditagricole.ma/,زكرياء سابع,3,"Al-Qard Al-Fellahi, Agence Settat, Hassan II, rue Hassan II, route de Marrakech.",2021-08-12 00:58:13.788503,0,https://www.google.com/maps/contrib/115425340437255718963/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Localisation et accessibilité,positive,"['rue Hassan II', 'route de Marrakech']",positive
Morocco,Settat,CREDIT AGRICOLE DU MAROC,05237-21187,"CREDIT AGRICOLE DU MAROC - Agricole 27 Av Hassan Ii Settat, Route De Marrakech, Settat 26000",http://www.creditagricole.ma/,Youssef Jarmouni,1,Très mauvaise expérience,2019-08-13 00:58:13.788506,0,https://www.google.com/maps/contrib/111065974015665132489/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Expérience utilisateur,negative,['Mauvaise'],negative
Morocco,Settat,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole 7, N9, Settat",not available,Nomade Partout,4,Une institution bancaire destinée spécifiquement aux agriculteurs,2023-08-12 00:58:13.788514,0,https://www.google.com/maps/contrib/102150130943417331879/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Localisation et accessibilité,positive,"['près de chez moi', ""facile d'accès""]",positive
Morocco,Settat,SOCIETE GENERALE MAROCAINE DE BANQUES,05224-24242,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale Settat Lalla Aicha Lotissement La Gare Routiere 11 Boulevard La Princesse Lalla Aicha, Settat 26000",https://www.sgmaroc.com/,Abdo Espoir,2,Service null surtout avec la femme sur la poste conseil du clients,2021-08-12 00:58:13.788517,0,https://www.google.com/maps/contrib/109756811215067602462/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,service clientèle,negative,"['conseil du client', 'null']",negative
Morocco,Settat,SOCIETE GENERALE MAROCAINE DE BANQUES,05224-24242,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale Settat Lalla Aicha Lotissement La Gare Routiere 11 Boulevard La Princesse Lalla Aicha, Settat 26000",https://www.sgmaroc.com/,Khaled Aldossari,4,Il a besoin de développement et d’organisation,2022-08-12 00:58:13.788521,9,https://www.google.com/maps/contrib/109807737244273894562/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,développement,positive,"['nécessité', ""manque d'organisation""]",positive
Morocco,Settat,SOCIETE GENERALE MAROCAINE DE BANQUES,05224-24242,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale Settat Lalla Aicha Lotissement La Gare Routiere 11 Boulevard La Princesse Lalla Aicha, Settat 26000",https://www.sgmaroc.com/,Abdo Boudaoud,4,BSG Société cotée en bourse,2018-08-13 00:58:13.788524,1,https://www.google.com/maps/contrib/101468230738755474399/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service clientèle,positive,"['assez bon', ""n'a pas fonctionné""]",positive
Morocco,Settat,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole القرض الفلاحي 2937+3Wp, Settat",not available,Youness Baadi Dev Solution,5,Très bonne expérience,2024-07-28 00:58:13.788697,0,https://www.google.com/maps/contrib/114430634564149672927/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,"['réactif', 'rapidité']",positive
Morocco,Settat,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole القرض الفلاحي 2937+3Wp, Settat",not available,Sohaib Mellouk/ صهيب ملوك,5,Très bonne expérience,2023-09-16 00:58:13.788702,0,https://www.google.com/maps/contrib/115852455538961131953/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Très bonne expérience,positive,[],positive
Morocco,Settat,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole القرض الفلاحي 2937+3Wp, Settat",not available,Rida Ejadiani,1,Très mauvaise expérience,2019-08-13 00:58:13.788709,0,https://www.google.com/maps/contrib/114232312341739611999/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,"['Réactif', 'Rapide']",negative
Morocco,Settat,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole القرض الفلاحي 2937+3Wp, Settat",not available,Simo Elrhouat,5,Très bonne expérience,2017-08-13 00:58:13.788713,0,https://www.google.com/maps/contrib/102508409697626300312/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Expérience utilisateur,positive,"['Rapide', 'Simple']",positive
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,Not available,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - Av Des Far X9Xm+99G, Settat",not available,Mehdi Med,5,Très bonne expérience,2020-08-12 00:58:13.788716,0,https://www.google.com/maps/contrib/104215603356660601352/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,exécution globale,positive,['bonne expérience'],positive
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29320,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 292H+Pjx, Settat",not available,Dominique Michelon,3,"Est ce que le téléphone fonctionne dans cette banque ?
On tombe toujours sur la boite vocale. Ou bien personne n'a envie de répondre....",2024-02-13 00:58:13.788720,1,https://www.google.com/maps/contrib/103727869802486789600/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,"['boite vocale', ""personne n'a envie de répondre""]",positive
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29320,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 292H+Pjx, Settat",not available,Errafay Abderrahim,4,"C'est propablement la meilleure banque du pays. Beaucoup d'investissements, une tour, et une image presque familière et paisible dans le paysage médiatique. Le groupe est dans le groupe qui tire le royaume vers l'avant. Il ne tiraille  pas sur les flancs pas et ne ralenti pas non plus.",2023-08-12 00:58:13.788724,0,https://www.google.com/maps/contrib/118428210357403223597/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,image de marque,positive,"['familière', 'paisible']",positive
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29320,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 292H+Pjx, Settat",not available,Oussama Bouhaj,1,Mauvaise service de client un retard incroyable,2024-01-14 00:58:13.788729,2,https://www.google.com/maps/contrib/107679723776280097934/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Temps d'attente,negative,"['incroyable retard', 'mauvais service']",negative
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29320,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 292H+Pjx, Settat",not available,زكرياء سابع,2,"Banque Marocaine du Commerce Extérieur, Agence Liberté, à côté du bureau principal de la Poste Marocaine.
Si je me souviens bien, dans cette agence particulière, un jeune employé, il y a …",2020-08-12 00:58:13.788733,1,https://www.google.com/maps/contrib/115425340437255718963/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Localisation et accessibilité,negative,"[""dernier étage de l'agence""]",negative
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29320,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 292H+Pjx, Settat",not available,Jawad Adam,1,"J'appelle quotidiennement et il n'y a pas de réponse pour les besoins essentiels, et pendant que je suis loin de Tétouan, nous transférerons le compte et nous aurons terminé sinon la transaction restera la même je le transférerai à la Banque Populaire. un ensemble.",2020-08-12 00:58:13.788736,2,https://www.google.com/maps/contrib/105450717985021839193/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,temps d'attente,negative,"['pas de réponse', 'besoins essentiels']",negative
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29320,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 292H+Pjx, Settat",not available,Elhabib Ifeski,2,Les services sont au même niveau qu'à l'hôpital Al-Hassan II,2021-08-12 00:58:13.788740,1,https://www.google.com/maps/contrib/102978494839480311908/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité,negative,"[""même niveau qu'à l'hôpital Al-Hassan II""]",negative
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29320,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 292H+Pjx, Settat",not available,Boubker Oubahtine,1,Mauvais service,2021-08-12 00:58:13.788747,2,https://www.google.com/maps/contrib/106208035670997837327/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,['Mauvais service'],negative
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29320,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 292H+Pjx, Settat",not available,Honneur Tya,4,Bonne expérience,2023-08-12 00:58:13.788751,0,https://www.google.com/maps/contrib/116719682568236776617/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,"['réactif', 'rapidité']",positive
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29320,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 292H+Pjx, Settat",not available,Saif Eddine,1,Très mauvaise expérience,2021-08-12 00:58:13.788754,0,https://www.google.com/maps/contrib/116955662859837702808/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Temps d'attente,negative,['mauvais'],negative
Morocco,Settat,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,05237-29320,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - 292H+Pjx, Settat",not available,Mohamed Sahil,1,Très mauvaise expérience,2017-08-13 00:58:13.788758,0,https://www.google.com/maps/contrib/101433190512792333950/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Très mauvaise expérience,negative,"['Rapport avec le personnel', 'Qualité du service']",negative
Morocco,Sidi Bennour,SOCIETE GENERALE MAROCAINE DE BANQUES,05224-24242,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale Bank Angle Avenue Hassan Ii Avenue Des Far, Sidi Bennour 24350",https://www.sgmaroc.com/,Erafii Mohammed,1,"service médiocre, l'administration est invitée à recruter de bons profils pour bien satisfaire ses clients",2022-08-12 00:58:13.788916,4,https://www.google.com/maps/contrib/107633685636448985781/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,service client,negative,['médiocre'],negative
Morocco,Sidi Bennour,SOCIETE GENERALE MAROCAINE DE BANQUES,05224-24242,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale Bank Angle Avenue Hassan Ii Avenue Des Far, Sidi Bennour 24350",https://www.sgmaroc.com/,Rux X,1,Mauvais service,2022-08-12 00:58:13.788919,1,https://www.google.com/maps/contrib/101164745462236343301/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,negative,['Mauvais service'],negative
Morocco,Sidi Bennour,SOCIETE GENERALE MAROCAINE DE BANQUES,05224-24242,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale Bank Angle Avenue Hassan Ii Avenue Des Far, Sidi Bennour 24350",https://www.sgmaroc.com/,Omar Vlogss,3,Expérience neutre,2023-08-12 00:58:13.788923,0,https://www.google.com/maps/contrib/102519771684211108616/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,"['rèactif', 'rapidité']",positive
Morocco,Sidi Bennour,CREDIT AGRICOLE DU MAROC,05233-49419,"CREDIT AGRICOLE DU MAROC - Du Maroc Avenue Des Far, Sidi Bennour 20000",not available,Abdelaali El Fahim,1,"Une des pires banques ici à Sidi Bennour S'il y avait moins d'une étoile, cette agence la mériterait.",2020-08-12 00:58:13.788926,2,https://www.google.com/maps/contrib/114120411994373264869/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,agence,negative,['pire'],negative
Morocco,Sidi Bennour,CREDIT AGRICOLE DU MAROC,05233-49419,"CREDIT AGRICOLE DU MAROC - Du Maroc Avenue Des Far, Sidi Bennour 20000",not available,Fatimzahra Bazraoui,1,Mauvais service je ne recommande pas cette banque.,2020-08-12 00:58:13.788930,0,https://www.google.com/maps/contrib/104976741322542139483/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Qualité des services,negative,['Mauvais service'],negative
Morocco,Sidi Bennour,CREDIT AGRICOLE DU MAROC,05233-49419,"CREDIT AGRICOLE DU MAROC - Du Maroc Avenue Des Far, Sidi Bennour 20000",not available,Nabil Ray,1,Il n'y a pas de réponse ni de superviseur,2021-08-12 00:58:13.788934,0,https://www.google.com/maps/contrib/103479568418561521968/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service clientèle,negative,"['pas de réponse', 'pas de superviseur']",negative
Morocco,Sidi Bennour,CREDIT AGRICOLE DU MAROC,05233-49419,"CREDIT AGRICOLE DU MAROC - Du Maroc Avenue Des Far, Sidi Bennour 20000",not available,Salim Elaychy,1,Très mauvaise expérience,2020-08-12 00:58:13.788937,0,https://www.google.com/maps/contrib/113163834479912771152/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Très mauvaise expérience,negative,['Expérience client décevante'],negative
Morocco,Sidi Bennour,CREDIT AGRICOLE DU MAROC,05233-49419,"CREDIT AGRICOLE DU MAROC - Du Maroc Avenue Des Far, Sidi Bennour 20000",not available,Mostafa Momane,5,Très bonne expérience,2020-08-12 00:58:13.788941,0,https://www.google.com/maps/contrib/118418462576244060705/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Expérience utilisateur,positive,"['Rapide', 'Simple']",positive
Morocco,Sidi Bennour,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,Not available,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - Bank Des F.A.R, Rue De Sidi Bennour, Casablanca",not available,Fatima Sebbahi,4,Services incroyable,2024-03-14 00:58:13.788973,0,https://www.google.com/maps/contrib/102833457054910655954/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité,positive,"['perte de fonds', 'désagrément']",positive
Morocco,Sidi Bennour,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,Not available,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - Bank Des F.A.R, Rue De Sidi Bennour, Casablanca",not available,Karim Aalj,4,C'est une agence de la BMCI Bank,2021-08-12 00:58:13.788976,2,https://www.google.com/maps/contrib/112571821989169169269/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,"['Rude personnel de service', 'Longue attente']",positive
Morocco,Sidi Bennour,BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE,Not available,"BANQUE MAROCAINE POUR LE COMMERCE ET L’INDUSTRIE - Bank Des F.A.R, Rue De Sidi Bennour, Casablanca",not available,Konta Kenti,1,"Le gérant de cette agence est incompétent et n'a rien à voir avec l'étiquette de communication et de bonne relation avec le client. Il fait preuve d'une étrange froideur, fronce les sourcils et est paresseux dans le suivi des dossiers en …",2023-08-12 00:58:13.788980,0,https://www.google.com/maps/contrib/102508342578011758220/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Compétence du personnel,negative,"['Incompétent', 'Pas communicatif', 'Paresseux']",negative
Morocco,Sidi Bennour,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole Jhwh+X7X, Sidi Bennour",not available,عبدالرحمان خالد,5,Abderrahman Khalid,2016-08-13 00:58:13.788983,1,https://www.google.com/maps/contrib/107158260499542002465/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité,positive,"['fraude', 'risque']",positive
Morocco,Sidi Bennour,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole Jhwh+X7X, Sidi Bennour",not available,Hanine Nouna,5,😍 …,2022-08-12 00:58:13.788987,1,https://www.google.com/maps/contrib/104099233450213295762/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,service clientèle,positive,['inexistants'],positive
Morocco,Sidi Bennour,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole Jhwh+X7X, Sidi Bennour",not available,Yassin El,5,Très bonne expérience,2015-08-14 00:58:13.788990,0,https://www.google.com/maps/contrib/111993794949018467588/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Expérience utilisateur,positive,"['Rapide', 'Simple']",positive
Morocco,Sidi Kacem,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole 679V+Vgm, Av. Hassan Ii, Sidi Kacem",not available,Hassan Almagribi,4,Très bonne service,2020-08-12 00:58:13.789066,1,https://www.google.com/maps/contrib/114728074802050661547/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,service client,positive,"['très réactif', 'rapide']",positive
Morocco,Sidi Kacem,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole 679V+Vgm, Av. Hassan Ii, Sidi Kacem",not available,Saladin,4,Cette banque a le meilleur taux de change au Maroc d’après mon expérience.,2020-08-12 00:58:13.789069,0,https://www.google.com/maps/contrib/115536934294075299941/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,taux d'intérêt,positive,['meilleur taux de change'],positive
Morocco,Sidi Kacem,CREDIT AGRICOLE DU MAROC,Not available,"CREDIT AGRICOLE DU MAROC - Agricole 679V+Vgm, Av. Hassan Ii, Sidi Kacem",not available,Boudhou Rabiae,5,Très bonne expérience,2020-08-12 00:58:13.789073,0,https://www.google.com/maps/contrib/118285560895599548719/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,expérience client,positive,['très bonne'],positive
Morocco,Sidi Kacem,CREDIT AGRICOLE DU MAROC,05375-90553,"CREDIT AGRICOLE DU MAROC - Du Maroc N°1, Bd Mohammed V - Rés. Al Manar, Sidi Kacem 20000",not available,Hassan Almagribi,3,Bon service client,2020-08-12 00:58:13.789076,1,https://www.google.com/maps/contrib/114728074802050661547/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,"['Rapide', 'Satisfait']",positive
Morocco,Sidi Kacem,CREDIT AGRICOLE DU MAROC,05375-90553,"CREDIT AGRICOLE DU MAROC - Du Maroc N°1, Bd Mohammed V - Rés. Al Manar, Sidi Kacem 20000",not available,Lahcen Amaziz,5,Très bonne expérience,2016-08-13 00:58:13.789080,0,https://www.google.com/maps/contrib/107263087893772430171/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,expérience client,positive,['très bonne'],positive
Morocco,Sidi Kacem,SOCIETE GENERALE MAROCAINE DE BANQUES,05375-97940,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale 67Gp+6Vx, Sidi Kacem",https://www.sgmaroc.com/,Morocco 2030,5,La banque de demain !,2018-08-13 00:58:13.789189,1,https://www.google.com/maps/contrib/108619632060810481988/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité des transactions en ligne,positive,"['authentification à deux facteurs', 'notifications en temps réel']",positive
Morocco,Sidi Kacem,SOCIETE GENERALE MAROCAINE DE BANQUES,05375-97940,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale 67Gp+6Vx, Sidi Kacem",https://www.sgmaroc.com/,Ammar Assa,1,Manque de respect envers les clients. Les employés disent des gros mots aux clients. Il n'est pas possible de retirer de l'argent après le changement d'agence de Marrakech à Sidi Kacem et une interdiction de retirer n'importe quel montant …,2023-11-15 00:58:13.789192,0,https://www.google.com/maps/contrib/109653495542644320113/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Manque de respect envers les clients,negative,"['Employés grossiers', 'Manque de considération']",negative
Morocco,Sidi Kacem,SOCIETE GENERALE MAROCAINE DE BANQUES,05375-97940,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale 67Gp+6Vx, Sidi Kacem",https://www.sgmaroc.com/,Hassan Almagribi,4,Divers services bancaires,2024-04-13 00:58:13.789196,1,https://www.google.com/maps/contrib/114728074802050661547/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,"['Rapport de solvabilité', 'Qualité des services']",positive
Morocco,Sidi Kacem,SOCIETE GENERALE MAROCAINE DE BANQUES,05375-97940,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale 67Gp+6Vx, Sidi Kacem",https://www.sgmaroc.com/,Youssra Guellal,5,Très bonne expérience,2018-08-13 00:58:13.789200,0,https://www.google.com/maps/contrib/108587022406592672074/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Expérience utilisateur,positive,"['Rapide', 'Simple']",positive
Morocco,Sidi Kacem,SOCIETE GENERALE MAROCAINE DE BANQUES,05375-97940,"SOCIETE GENERALE MAROCAINE DE BANQUES - Générale 67Gp+6Vx, Sidi Kacem",https://www.sgmaroc.com/,Kabbour Aboulwafa,5,Très bonne expérience,2018-08-13 00:58:13.789203,0,https://www.google.com/maps/contrib/106590356436991875635/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Satisfaction client,positive,['Très bonne expérience'],positive
Morocco,Sidi Kacem,AL BARID BANK,Not available,"AL BARID BANK - Barid Bank بريد المغرب 67Fv+55R, Sidi Kacem 16000",not available,Ahmed Milanisi,1,Cest pas vrais d3posse pas dun nemero telefone ou un email pour le contacte depuis l étranger,2022-08-12 00:58:13.789283,1,https://www.google.com/maps/contrib/115784080375614642801/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité des informations personnelles,negative,"['inconfortable', 'présomption']",negative
Morocco,Sidi Kacem,AL BARID BANK,Not available,"AL BARID BANK - Barid Bank بريد المغرب 67Fv+55R, Sidi Kacem 16000",not available,Adnane Adnane,5,"bon accueil ,bon service,",2022-08-12 00:58:13.789287,0,https://www.google.com/maps/contrib/103619102246312010632/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,"['Bon accueil', 'Bon service']",positive
Morocco,Sidi Kacem,AL BARID BANK,Not available,"AL BARID BANK - Barid Bank بريد المغرب 67Fv+55R, Sidi Kacem 16000",not available,Mohamed G,2,"c'était faux La poste est toujours active, c'était ittisalat almaghrib",2013-08-14 00:58:13.789290,0,https://www.google.com/maps/contrib/111425785053195952919/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité,negative,"['activité de la banque', 'fiabilité']",negative
Morocco,Sidi Kacem,AL BARID BANK,Not available,"AL BARID BANK - Barid Bank بريد المغرب 67Fv+55R, Sidi Kacem 16000",not available,Jijo Music,1,Mauvais service,2023-08-12 00:58:13.789294,0,https://www.google.com/maps/contrib/105617780084192559267/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Temps d'attente,negative,['lent'],negative
Morocco,Sidi Kacem,AL BARID BANK,Not available,"AL BARID BANK - Barid Bank بريد المغرب 67Fv+55R, Sidi Kacem 16000",not available,Hassan Almagribi,2,Mauvais service,2019-08-13 00:58:13.789298,2,https://www.google.com/maps/contrib/114728074802050661547/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Sécurité,negative,['Mauvais service'],negative
Morocco,Sidi Kacem,AL BARID BANK,Not available,"AL BARID BANK - Barid Bank بريد المغرب 67Fv+55R, Sidi Kacem 16000",not available,Hamza Lahrech,1,Très mauvaise expérience,2022-08-12 00:58:13.789301,0,https://www.google.com/maps/contrib/109399017217154106005/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Expérience client,negative,['très mauvaise'],negative
Morocco,Sidi Kacem,AL BARID BANK,Not available,"AL BARID BANK - Barid Bank بريد المغرب 67Fv+55R, Sidi Kacem 16000",not available,Abdeslam Jbari,5,Très bonne expérience,2019-08-13 00:58:13.789305,0,https://www.google.com/maps/contrib/103368684475049553993/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Service client,positive,"['réactif', 'rapidité']",positive
Morocco,Sidi Kacem,AL BARID BANK,Not available,"AL BARID BANK - Barid Bank بريد المغرب 67Fv+55R, Sidi Kacem 16000",not available,Lamiae Meftah,1,Très mauvaise expérience,2018-08-13 00:58:13.789312,0,https://www.google.com/maps/contrib/115091800495329775834/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Temps d'attente,negative,['mauvaise expérience'],negative
Morocco,Sidi Kacem,AL BARID BANK,Not available,"AL BARID BANK - Barid Bank بريد المغرب 67Fv+55R, Sidi Kacem 16000",not available,Ayoub El Hajraoui,1,Très mauvaise expérience,2018-08-13 00:58:13.789316,0,https://www.google.com/maps/contrib/105429694877466086164/reviews?hl=fr,Nothing,1970-01-01 00:00:00.000000,Gestion des comptes,negative,['déconseillée'],negative
